height of setup:,200
time,value of sensor0,value of sensor1,value of sensor2
291,529,937,1017
293,529,937,1018
294,526,936,1017
295,523,937,1019
296,520,937,1017
297,517,937,1017
298,513,937,1019
299,511,938,1018
300,508,939,1018
301,506,938,1017
302,504,938,1017
303,503,937,1017
304,502,937,1014
305,502,937,1015
306,502,937,1013
307,502,936,1012
308,505,934,1010
309,516,933,1008
310,535,930,1007
311,557,929,1004
312,576,927,1004
313,591,925,1003
314,600,924,1002
315,609,924,1001
317,618,924,1001
318,627,924,1003
319,630,925,1004
320,625,926,1006
321,616,928,1008
322,608,929,1012
323,603,932,1014
324,598,935,1017
325,593,937,1021
326,588,939,1025
327,586,941,1027
328,584,942,1030
329,583,944,1031
330,582,944,1034
331,581,945,1037
332,580,947,1041
333,579,948,1045
334,575,949,1045
335,573,950,1042
336,570,948,1037
337,566,944,1033
338,563,940,1029
339,558,936,1023
341,554,932,1019
342,549,929,1016
343,545,926,1013
344,540,923,1012
345,535,921,1010
346,529,919,1007
347,524,918,1005
348,520,918,1003
349,515,917,1003
350,510,917,1001
351,507,917,1001
352,505,917,1002
353,504,916,1002
354,504,917,1001
355,503,917,1001
356,503,918,1002
357,503,917,1005
358,504,918,1006
359,504,919,1007
360,505,919,1006
361,508,921,1006
362,512,922,1005
363,517,923,1003
365,520,923,1003
366,521,923,1002
367,521,922,1002
368,522,922,1004
369,521,921,1006
370,520,922,1008
371,519,922,1013
372,518,923,1014
373,517,924,1019
374,515,926,1020
375,513,926,1023
376,512,927,1024
377,510,928,1025
378,509,928,1026
379,508,929,1026
380,508,930,1026
381,509,930,1026
382,512,930,1027
383,518,930,1026
384,523,930,1024
385,525,930,1021
386,529,929,1018
388,531,929,1019
389,530,928,1016
390,530,928,1015
391,529,927,1015
392,529,926,1015
393,530,926,1015
394,530,925,1015
395,529,925,1013
396,529,925,1013
397,525,926,1012
398,522,926,1012
399,520,926,1011
400,516,926,1011
401,514,926,1010
402,514,927,1011
403,514,927,1013
404,514,927,1014
405,516,927,1017
406,516,927,1019
407,518,928,1020
408,519,929,1021
409,520,930,1020
410,519,932,1021
411,519,933,1018
413,519,935,1015
414,519,935,1015
415,518,936,1015
416,520,936,1014
417,521,936,1014
418,523,937,1015
419,524,937,1015
420,522,939,1016
421,520,940,1018
422,517,940,1019
423,514,940,1018
424,510,940,1018
425,508,940,1017
426,505,940,1017
427,502,940,1018
428,501,940,1018
429,500,940,1017
430,500,940,1018
431,501,939,1018
432,501,939,1017
433,502,939,1018
434,504,939,1017
436,506,936,1014
437,509,934,1013
438,512,931,1013
439,512,929,1012
440,513,926,1012
441,511,924,1012
442,509,922,1011
443,507,920,1011
444,506,920,1011
445,504,920,1009
446,504,920,1008
447,503,919,1007
448,502,919,1006
449,501,918,1006
450,501,917,1005
451,499,917,1005
452,500,917,1003
453,503,916,1003
454,506,916,1003
455,508,916,1003
456,508,916,1004
457,509,916,1005
458,507,917,1005
460,507,917,1005
461,507,918,1005
462,507,918,1005
463,508,918,1006
464,510,918,1005
465,512,919,1005
466,514,920,1005
467,514,919,1005
468,514,919,1004
469,512,920,1005
470,509,920,1005
471,507,921,1005
472,505,920,1006
473,505,920,1008
474,504,921,1009
475,505,921,1007
476,507,921,1006
477,507,921,1005
478,508,920,1004
479,507,919,1004
480,507,920,1002
481,506,917,1002
