height of setup:,75
time,value of sensor0,value of sensor1,value of sensor2
274,683,1595,1967
275,671,1571,1995
276,662,1542,1988
277,656,1513,1954
278,654,1487,1911
279,651,1467,1866
281,649,1452,1826
282,649,1444,1800
283,650,1441,1827
284,653,1442,1916
285,658,1443,2025
286,666,1443,2103
287,677,1442,2126
288,687,1443,2115
289,696,1442,2104
290,697,1439,2099
291,692,1436,2097
292,682,1432,2093
293,668,1430,2088
294,654,1426,2081
295,642,1420,2071
296,631,1409,2053
297,623,1395,2029
298,617,1381,2003
299,612,1363,1973
300,608,1347,1943
301,603,1331,1914
302,597,1315,1885
304,592,1303,1859
305,589,1290,1834
306,586,1277,1810
307,585,1263,1784
308,585,1246,1754
309,583,1228,1720
310,580,1206,1688
311,578,1190,1657
312,576,1175,1628
313,573,1161,1606
314,571,1149,1595
315,571,1141,1589
316,572,1130,1600
317,575,1118,1682
318,579,1108,1796
319,583,1100,1908
320,588,1093,1980
321,591,1085,2006
322,592,1077,1994
323,592,1073,1960
324,591,1072,1916
325,588,1074,1870
326,585,1076,1827
328,583,1078,1792
329,582,1077,1763
330,583,1074,1751
331,581,1073,1753
332,577,1073,1762
333,572,1070,1794
334,570,1062,1846
335,568,1053,1904
336,571,1046,1963
337,575,1049,2024
338,581,1071,2077
339,584,1098,2117
340,586,1119,2138
341,587,1134,2119
342,587,1145,2101
343,588,1148,2085
344,588,1150,2051
345,591,1149,2002
346,595,1148,1949
347,603,1149,1900
348,615,1158,1863
349,628,1170,1845
351,638,1186,1840
352,643,1204,1830
353,642,1222,1810
354,637,1241,1776
355,632,1262,1733
356,627,1281,1689
357,624,1299,1648
358,624,1311,1620
359,626,1321,1600
360,626,1326,1584
361,628,1330,1572
362,629,1332,1573
363,630,1333,1584
364,633,1333,1590
365,635,1332,1590
366,636,1330,1581
367,633,1328,1564
368,631,1326,1543
369,628,1324,1521
370,626,1322,1499
371,624,1321,1478
372,624,1320,1459
373,623,1325,1444
375,625,1330,1433
376,629,1336,1437
377,634,1340,1465
378,639,1338,1518
379,642,1327,1555
380,643,1307,1560
381,644,1295,1549
382,647,1283,1534
383,651,1270,1519
384,656,1257,1498
385,667,1246,1471
386,679,1239,1440
387,690,1237,1412
388,699,1243,1390
389,706,1261,1376
390,707,1287,1365
391,704,1324,1357
392,699,1370,1351
393,692,1417,1348
394,686,1454,1353
395,677,1488,1371
396,665,1519,1402
398,652,1549,1433
399,643,1578,1457
400,634,1603,1478
401,627,1618,1488
402,621,1625,1504
403,613,1619,1557
404,606,1604,1604
405,602,1584,1614
406,597,1560,1602
407,595,1536,1585
408,593,1515,1564
409,592,1499,1542
410,591,1484,1529
411,592,1469,1540
412,594,1451,1586
413,597,1430,1661
414,601,1408,1732
415,606,1388,1775
416,612,1367,1784
417,619,1346,1765
418,627,1325,1731
419,633,1307,1695
420,637,1293,1655
422,639,1279,1618
423,639,1269,1583
424,641,1261,1554
425,644,1252,1526
426,650,1245,1504
427,656,1237,1481
428,660,1235,1462
429,662,1234,1443
430,663,1230,1428
431,662,1220,1418
432,657,1209,1407
433,649,1199,1397
434,640,1192,1388
435,631,1193,1394
436,621,1195,1458
437,612,1197,1579
438,603,1195,1694
439,596,1193,1775
440,591,1189,1818
441,585,1183,1832
442,580,1176,1829
443,575,1170,1822
445,574,1165,1828
446,580,1163,1861
447,592,1163,1913
448,605,1167,1964
449,614,1176,1983
450,620,1192,1962
451,623,1203,1924
452,627,1207,1880
453,635,1206,1839
454,644,1204,1803
455,654,1204,1774
456,659,1204,1752
457,661,1204,1730
458,659,1201,1706
459,657,1196,1684
460,655,1190,1665
461,652,1184,1652
462,649,1178,1646
463,647,1173,1648
464,647,1171,1655
465,653,1171,1658
466,660,1170,1647
467,665,1169,1619
469,676,1168,1583
470,692,1165,1541
471,707,1164,1502
472,715,1164,1469
473,720,1170,1446
474,725,1183,1436
475,728,1203,1447
476,725,1225,1480
477,717,1247,1516
478,708,1268,1542
479,696,1290,1560
480,685,1311,1565
481,676,1332,1560
