height of setup:,75.12
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
116,6821,5475,3905,3314
117,6080,4848,3546,3225
118,5341,4256,3209,3158
119,4692,3749,2944,3108
120,4236,3424,2738,2973
122,3961,3301,2615,2758
123,3819,3257,2533,2522
124,3795,3330,2475,2329
125,3771,3388,2492,2612
126,3630,3588,2714,3415
127,3506,3684,3335,3950
128,3229,3592,3816,4473
129,3051,3464,4153,4861
130,2870,3421,4556,5032
131,2668,3311,4804,4847
132,2623,3356,4691,4466
133,2633,3602,4400,4082
134,2538,3771,4042,3714
135,2466,3758,3705,3421
136,2519,3602,3453,3197
137,2629,3455,3268,2966
138,2718,3347,3114,2761
139,2779,3273,3050,2694
140,2760,3236,3129,2799
141,2715,3230,3254,2924
142,2651,3202,3309,2933
143,2833,3163,3227,2863
145,3057,3094,3125,2715
146,3175,2981,2986,2507
147,3134,2867,2818,2424
148,2975,2725,2813,2720
149,2846,2574,3025,3153
150,2843,2468,3172,3553
151,2837,2549,3194,3821
152,2833,2844,3184,3877
153,2887,3298,3396,3851
154,2896,3714,3573,3866
155,2881,3837,3690,3816
156,2916,3860,3782,3812
157,3067,3930,3885,3822
158,3200,4124,3934,3649
159,3359,4256,3792,3348
160,3482,4141,3470,3007
161,3505,4053,3167,2705
162,3351,4068,3089,2505
163,3115,3902,3117,2361
164,2959,3727,3044,2278
165,2787,3636,3046,2369
166,2579,3545,3081,2510
168,2571,3492,3069,2672
169,2656,3461,3087,2707
170,2728,3382,2961,2619
171,2754,3183,2796,2608
172,2658,2945,2655,2592
173,2516,2716,2516,2549
174,2521,2621,2422,2512
175,2999,3114,2631,2516
176,3397,3928,3234,2836
177,3524,4687,3414,2862
178,3604,4790,3288,2691
179,3608,4804,3099,2521
180,3617,4659,2876,2369
181,3633,4316,2691,2224
182,3522,3991,2667,2120
183,3329,3771,2646,2043
184,3159,3487,2490,1943
185,2942,3140,2315,1895
186,2773,2833,2196,1948
187,2683,2659,2161,2120
188,2645,2600,2224,2396
190,2572,2653,2414,2765
191,2507,2794,2784,3338
192,2486,2974,3458,3929
193,2533,3224,4153,4214
194,2640,3620,4475,4339
195,2726,3830,5098,5047
196,2757,4461,5692,5054
197,3029,5071,5674,4724
198,3233,5320,5354,4318
199,3350,5214,4862,3894
200,3182,4943,4516,3585
201,3072,4502,4178,3367
202,3123,4116,3770,3055
203,3112,3925,3491,2832
204,3197,3762,3219,2642
205,3192,3475,2949,2442
206,2998,3165,2662,2229
207,2794,2847,2387,2030
208,2628,2558,2155,1863
209,2536,2344,1987,1741
210,2413,2324,1962,1679
211,2280,2370,2034,1662
213,2156,2372,2054,1726
214,2053,2368,2152,1893
215,2044,2460,2366,2091
216,2093,2647,2622,2319
217,2131,2919,2747,2358
218,2142,3010,2617,2243
219,2160,2838,2414,2077
220,2102,2615,2229,1920
221,1993,2400,2065,1841
222,1863,2208,1944,1980
223,1744,2048,1927,3203
224,1699,1930,2618,3978
225,1798,1913,3311,4677
226,1961,2109,4063,5250
227,2114,2841,4610,5506
228,2316,3247,4897,5597
229,2404,3383,5060,5293
230,2452,3449,4922,4847
231,2438,3405,4566,4441
232,2335,3222,4118,4092
233,2195,2990,3684,3842
234,2085,2791,3599,4476
236,2041,2696,3954,5388
237,2041,2806,4891,5950
238,2048,3141,5813,6439
239,2043,3837,6635,6691
240,2122,4247,7079,6896
241,2113,4141,7196,7060
242,2055,3816,6774,6926
243,2147,3577,6292,6852
244,2365,3578,5770,6697
245,2441,3774,5313,6322
246,2409,3805,5004,5826
247,2301,3708,4689,5348
248,2237,3640,4444,5204
249,2266,3534,4301,5180
250,2273,3431,4175,5319
251,2265,3560,4291,5488
252,2510,4002,4947,5676
253,2998,4758,5654,5727
254,3462,5535,6213,5794
255,3774,6133,6632,5948
256,3727,6252,6752,6144
257,3472,5937,6402,5876
259,3194,5467,5934,5465
260,2939,5067,5398,4968
261,2693,4763,4865,4425
262,2476,4491,4312,3918
263,2222,4073,3875,3501
264,2024,3730,3507,3122
265,1896,3471,3116,2850
266,1799,3187,2882,3423
267,1707,2907,2841,3916
268,1620,2661,2764,4175
269,1542,2512,2792,4113
270,1518,2475,3040,3914
271,1501,2463,3317,3690
272,1482,2358,3388,3642
273,1467,2235,3183,3670
274,1428,2106,2906,3480
275,1386,2011,2748,3262
276,1360,1952,2706,3027
277,1339,1904,2631,2779
278,1329,1862,2517,2567
279,1321,1873,2398,2402
280,1307,1894,2278,2215
282,1290,1897,2130,2027
283,1288,1849,1944,1847
284,1283,1730,1777,1704
285,1238,1616,1650,1595
286,1190,1525,1558,1507
287,1151,1460,1481,1427
288,1122,1405,1418,1363
289,1096,1357,1376,1347
290,1072,1340,1428,1397
291,1061,1412,1591,1433
292,1068,1541,1721,1537
293,1076,1574,1758,1635
294,1064,1545,1702,1582
295,1040,1488,1637,1524
296,1009,1416,1563,1461
297,981,1351,1517,1385
298,960,1317,1476,1351
299,944,1321,1484,1395
300,934,1351,1512,1441
301,938,1401,1537,1460
302,969,1445,1561,1451
304,1013,1484,1580,1445
305,1052,1478,1562,1419
306,1053,1425,1512,1381
307,1039,1354,1442,1337
308,1027,1294,1379,1330
309,1011,1250,1395,1760
310,989,1225,1477,2317
311,963,1197,1477,2657
312,945,1176,1654,2843
313,945,1276,1911,2679
314,957,1491,1914,2448
315,1045,1562,1845,2235
316,1103,1550,1740,2023
317,1096,1478,1607,1815
318,1047,1376,1472,1631
319,999,1292,1391,1518
320,984,1284,1452,1532
321,1033,1368,1499,1525
322,1035,1339,1434,1434
323,1000,1271,1344,1338
324,964,1208,1267,1257
325,933,1157,1208,1193
327,909,1120,1162,1147
328,896,1092,1169,1156
329,932,1089,1191,1158
330,973,1123,1204,1192
331,993,1158,1238,1218
332,1007,1174,1230,1191
333,998,1194,1231,1198
334,971,1185,1233,1304
335,969,1180,1226,1300
336,988,1200,1224,1263
337,998,1199,1214,1220
338,993,1183,1193,1187
339,980,1169,1205,1188
340,967,1160,1237,1209
341,955,1155,1265,1213
342,952,1162,1284,1202
343,951,1167,1260,1169
344,950,1157,1217,1135
345,945,1144,1189,1112
346,929,1123,1168,1078
347,915,1102,1145,1044
348,911,1090,1125,1028
350,906,1082,1105,1019
351,897,1077,1083,1005
352,886,1069,1065,987
353,874,1058,1049,969
354,859,1048,1035,954
355,842,1028,1020,939
356,824,1001,997,917
357,807,975,975,896
